"id:ID","core","ct","described_value_domain","description","label","name","ordinal","role","simple_data_type","uri"
"1876","Perm","C99074","","Qualifier for anatomical location further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL"", ""UPPER"".","Directionality","ECDIR","28","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecdir"
"1877","Perm","C99075","","Qualifier for anatomical location further detailing distribution (i.e., arrangement of, apportioning of). Examples: ""ENTIRE"", ""SINGLE"", ""SEGMENT"".","Portion or Totality","ECPORTOT","29","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecportot"
"1878","Perm","C66742","","Indicator used to identify fasting status. Examples: ""Y"", ""N"".","Fasting Status","ECFAST","30","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecfast"
"1879","Perm","","","Amount of an active ingredient expressed quantitatively per dosage unit, per unit of volume, or per unit of weight, according to the pharmaceutical dose form.","Pharmaceutical Strength","ECPSTRG","31","Record Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecpstrg"
"1880","Perm","C71620","","Unit for ECPSTRG. Examples: ""mg/TABLET"", ""mg/mL"".","Pharmaceutical Strength Units","ECPSTRGU","32","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecpstrgu"
"1881","Perm","","","Describes reason or explanation of why a dose is adjusted.","Reason for Dose Adjustment","ECADJ","33","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecadj"
"1882","Perm","","","Number that gives the planned order of the element within the arm.","Planned Order of Element within Arm","TAETORD","34","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/taetord"
"1883","Perm","C99079","","Trial epoch of the exposure as collected record. Examples: ""RUN-IN"", ""TREATMENT"".","Epoch","EPOCH","35","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/epoch"
"1884","Exp","","ISO 8601 datetime or interval","The date/time when administration of the treatment indicated by ECTRT and ECDOSE began.","Start Date/Time of Treatment","ECSTDTC","36","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecstdtc"
"1885","Exp","","ISO 8601 datetime or interval","The date/time when administration of the treatment indicated by ECTRT and ECDOSE ended. For administrations considered given at a point in time (e.g., oral tablet, pre-filled syringe injection), where only an administration date/time is collected, ECSTDTC should be copied to ECENDTC as the standard representation.","End Date/Time of Treatment","ECENDTC","37","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecendtc"
"1886","Perm","","","Study day of ECSTDTC relative to the sponsor-defined DM.RFSTDTC.","Study Day of Start of Treatment","ECSTDY","38","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecstdy"
"1887","Perm","","","Study day of ECENDTC relative to the sponsor-defined DM.RFSTDTC.","Study Day of End of Treatment","ECENDY","39","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecendy"
"1888","Perm","","ISO 8601 duration","Collected duration of administration. Used only if collected on the CRF and not derived from start and end date/times.","Duration of Treatment","ECDUR","40","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecdur"
"1889","Perm","","","Text description of time when administration should occur. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See ECTPTNUM and ECTPTREF.","Planned Time Point Name","ECTPT","41","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ectpt"
"1890","Perm","","","Numerical version of ECTPT to aid in sorting.","Planned Time Point Number","ECTPTNUM","42","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ectptnum"
"1891","Perm","","ISO 8601 duration","Planned elapsed time relative to the planned fixed reference (ECTPTREF). This variable is useful where there are repetitive measures. Not a clock time.","Planned Elapsed Time from Time Point Ref","ECELTM","43","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/eceltm"
"1892","Perm","","","Name of the fixed reference point referred to by ECELTM, ECTPTNUM, and ECTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL"".","Time Point Reference","ECTPTREF","44","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ectptref"
"1893","Perm","","ISO 8601 datetime or interval","Date/time for a fixed reference time point defined by ECTPTREF.","Date/Time of Reference Time Point","ECRFTDTC","45","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ec/ecrftdtc"
"1894","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/studyid"
"1895","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/domain"
"1896","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/usubjid"
"1897","Req","","","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Sequence Number","EXSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exseq"
"1898","Perm","","","Used to tie together a block of related records in a single domain for a subject.","Group ID","EXGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exgrpid"
"1899","Perm","","","Internal or external identifier (e.g., kit number, bottle label, vial identifier).","Reference ID","EXREFID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exrefid"
"1900","Perm","","","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF page.","Sponsor-Defined Identifier","EXSPID","7","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exspid"
"1901","Perm","","","Identifier used to link related records across domains.","Link ID","EXLNKID","8","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exlnkid"
"1902","Perm","","","Identifier used to link related, grouped records across domains.","Link Group ID","EXLNKGRP","9","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exlnkgrp"
"1903","Req","","","Name of the protocol-specified study treatment given during the dosing period for the observation.","Name of Treatment","EXTRT","10","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/extrt"
"1904","Perm","","","Used to define a category of EXTRT values.","Category of Treatment","EXCAT","11","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/excat"
"1905","Perm","","","A further categorization of EXCAT values.","Subcategory of Treatment","EXSCAT","12","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exscat"
"1906","Exp","","","Amount of EXTRT when numeric. Not populated when EXDOSTXT is populated.","Dose","EXDOSE","13","Record Qualifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exdose"
"1907","Perm","","","Amount of EXTRT when non-numeric. Dosing amounts or a range of dosing information collected in text form. Example: ""200-400"". Not populated when EXDOSE is populated.","Dose Description","EXDOSTXT","14","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exdostxt"
"1908","Exp","C71620","","Units for EXDOSE, EXDOSTOT, or EXDOSTXT representing protocol-specified values. Examples: ""ng"", ""mg"", ""mg/kg"", ""mg/m2"".","Dose Units","EXDOSU","15","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exdosu"
"1909","Exp","C66726","","Dose form for EXTRT. Examples: ""TABLET"", ""LOTION"".","Dose Form","EXDOSFRM","16","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exdosfrm"
"1910","Perm","C71113","","Usually expressed as the number of repeated administrations of EXDOSE within a specific time period. Examples: ""Q2H"", ""QD"", ""BID"".","Dosing Frequency per Interval","EXDOSFRQ","17","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exdosfrq"
"1911","Perm","","","Text description of the intended schedule or regimen for the Intervention. Example: ""TWO WEEKS ON, TWO WEEKS OFF"".","Intended Dose Regimen","EXDOSRGM","18","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exdosrgm"
"1912","Perm","C66729","","Route of administration for the intervention. Examples: ""ORAL"", ""INTRAVENOUS"".","Route of Administration","EXROUTE","19","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exroute"
"1913","Perm","","","Lot number of the intervention product.","Lot Number","EXLOT","20","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exlot"
"1914","Perm","C74456","","Specifies location of administration. Examples: ""ARM"", ""LIP"".","Location of Dose Administration","EXLOC","21","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exloc"
"1915","Perm","C99073","","Qualifier for anatomical location further detailing laterality of the intervention administration. Examples: ""LEFT"", ""RIGHT"".","Laterality","EXLAT","22","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exlat"
"1916","Perm","C99074","","Qualifier for anatomical location further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL"", ""UPPER"".","Directionality","EXDIR","23","Variable Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exdir"
"1917","Perm","C66742","","Indicator used to identify fasting status. Examples: ""Y"", ""N"".","Fasting Status","EXFAST","24","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exfast"
"1918","Perm","","","Describes reason or explanation of why a dose is adjusted.","Reason for Dose Adjustment","EXADJ","25","Record Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exadj"
"1919","Perm","","","Number that gives the planned order of the element within the arm.","Planned Order of Element within Arm","TAETORD","26","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/taetord"
"1920","Perm","C99079","","Trial epoch of the exposure record. Examples: ""RUN-IN"", ""TREATMENT"".","Epoch","EPOCH","27","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/epoch"
"1921","Exp","","ISO 8601 datetime or interval","The date/time when administration of the treatment indicated by EXTRT and EXDOSE began.","Start Date/Time of Treatment","EXSTDTC","28","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exstdtc"
"1922","Exp","","ISO 8601 datetime or interval","The date/time when administration of the treatment indicated by EXTRT and EXDOSE ended. For administrations considered given at a point in time (e.g., oral tablet, pre-filled syringe injection), where only an administration date/time is collected, EXSTDTC should be copied to EXENDTC as the standard representation.","End Date/Time of Treatment","EXENDTC","29","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exendtc"
"1923","Perm","","","Study day of EXSTDTC relative to DM.RFSTDTC.","Study Day of Start of Treatment","EXSTDY","30","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exstdy"
"1924","Perm","","","Study day of EXENDTC relative to DM.RFSTDTC.","Study Day of End of Treatment","EXENDY","31","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exendy"
"1925","Perm","","ISO 8601 duration","Collected duration of administration. Used only if collected on the CRF and not derived from start and end date/times.","Duration of Treatment","EXDUR","32","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exdur"
"1926","Perm","","","Text description of time when administration should occur. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See EXTPTNUM and EXTPTREF.","Planned Time Point Name","EXTPT","33","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/extpt"
"1927","Perm","","","Numerical version of EXTPT to aid in sorting.","Planned Time Point Number","EXTPTNUM","34","Timing","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/extptnum"
"1928","Perm","","ISO 8601 duration","Planned elapsed time relative to the planned fixed reference (EXTPTREF). This variable is useful where there are repetitive measures. Not a clock time.","Planned Elapsed Time from Time Point Ref","EXELTM","35","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exeltm"
"1929","Perm","","","Name of the fixed reference point referred to by EXELTM, EXTPTNUM, and EXTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.","Time Point Reference","EXTPTREF","36","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/extptref"
"1930","Perm","","ISO 8601 datetime or interval","Date/time for a fixed reference time point defined by EXTPTREF.","Date/Time of Reference Time Point","EXRFTDTC","37","Timing","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ex/exrftdtc"
"1931","Req","","","Unique identifier for a study.","Study Identifier","STUDYID","1","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ml/studyid"
"1932","Req","","","Two-character abbreviation for the domain.","Domain Abbreviation","DOMAIN","2","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ml/domain"
"1933","Req","","","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Unique Subject Identifier","USUBJID","3","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ml/usubjid"
"1934","Req","","","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Sequence Number","MLSEQ","4","Identifier","Num","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ml/mlseq"
"1935","Perm","","","Used to tie together a block of related records in a single domain for a subject.","Group ID","MLGRPID","5","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ml/mlgrpid"
"1936","Perm","","","Sponsor-defined reference number. Examples: a number preprinted on the CRF as an explicit line identifier, record identifier defined in the sponsor's operational database.","Sponsor-Defined Identifier","MLSPID","6","Identifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ml/mlspid"
"1937","Req","","","Verbatim food product name that is either preprinted or collected on a CRF.","Name of Meal","MLTRT","7","Topic","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ml/mltrt"
"1938","Perm","","","Used to define a category of MLTRT values.","Category for Meal","MLCAT","8","Grouping Qualifier","Char","http://id.d4k.dk/dataset/cdisc/sdtm/v3-4/ml/mlcat"
