"id","alt_label","definition","identifier","notation","pref_label","uri"
"3928","Anti-Neutrophil Antibody","A measurement of the total anti-neutrophil antibody in a biological specimen.","C176313","ANAB","Anti-Neutrophil Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C176313"
"3929","Anabasine","A measurement of the anabasine in a biological specimen.","C147298","ANABASN","Anabasine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147298"
"3930","Alpha-N-acetylglucosaminidase","A measurement of the alpha-N-acetylglucosaminidase in a biological specimen.","C147299","ANAG","Alpha-N-acetylglucosaminidase Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147299"
"3931","Antinuclear IgG Antibody","A measurement of the antinuclear IgG antibody in a biological specimen.","C122093","ANAIGGAB","Antinuclear IgG Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C122093"
"3932","Anti-Neutrophil Cytoplasmic Antibody","A measurement of the anti-neutrophil cytoplasmic antibody in a biological specimen.","C120626","ANCAB","Anti-Neutrophil Cytoplasmic Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C120626"
"3933","Anti-Neutrophil Cytoplasmic Antibody, Atypical;Neutrophil Cytoplasmic Ab, Atypical","A measurement of the atypical (cytoplasmic staining usually uniform and no interlobular accentuation) neutrophil cytoplasmic antibodies in a biological specimen.","C147300","ANCATYAB","Atypical Neutrophil Cytoplasmic Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147300"
"3934","Anti-Neutrophil Cytoplasmic Antibody, Classic;Neutrophil Cytoplasmic Ab, Classic","A measurement of the classic (cytoplasmic granular fluorescence with central interlobular accentuation) neutrophil cytoplasmic antibodies in a biological specimen.","C147301","ANCCLSAB","Classic Neutrophil Cytoplasmic Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147301"
"3935","Anti-Neutrophil Cytoplasmic IgG Antibody","A measurement of the anti-neutrophil cytoplasmic IgG antibody in a biological specimen.","C163420","ANCIGAB","Anti-Neutrophil Cytoplasmic IgG Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C163420"
"3936","Anti-Neutrophil Cytoplasmic Antibody, Perinuclear;Neutrophil Cytoplasmic Ab, Perinuclear","A measurement of the perinuclear (perinuclear staining without nuclear extension) neutrophil cytoplasmic antibodies in a biological specimen.","C147302","ANCPNCAB","Perinuclear Neutrophil Cytoplasmic Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147302"
"3937","Androstenediol","A measurement of the androstenediol metabolite in a biological specimen.","C74842","ANDSTNDL","Androstenediol Metabolite Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74842"
"3938","4-Androstenedione;Androstenedione","A measurement of the androstenedione hormone in a biological specimen.","C74843","ANDSTNDN","Androstenedione Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74843"
"3939","Antiglobulin Test, Indirect;Indirect Coombs Test","A test that uses Coombs' reagent to detect the presence of anti-erythrocyte antibodies in a biological specimen.","C91372","ANGLBIND","Indirect Antiglobulin Test","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C91372"
"3940","Antiglobulin Test Polyspecific, Direct;Antiglobulin Test, Direct;Direct Coombs Test","A measurement of the antibody or complement-coated erythrocytes in a biological specimen in vivo.","C81974","ANGLOBDR","Direct Antiglobulin Test","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81974"
"3941","Angiopoietin 1","A measurement of angiopoietin 1 in a biological specimen.","C111128","ANGPT1","Angiopoietin 1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C111128"
"3942","ANG2;Angiopoietin 2","A measurement of angiopoietin 2 in a biological specimen.","C163421","ANGPT2","Angiopoietin 2 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C163421"
"3943","Angiotensin I","A measurement of the angiotensin I hormone in a biological specimen.","C74844","ANGTNS1","Angiotensin I Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74844"
"3944","Angiotensin II","A measurement of the angiotensin II hormone in a biological specimen.","C74845","ANGTNS2","Angiotensin II Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74845"
"3945","Angiotensin Precursor;Angiotensinogen","A measurement of the angiotensinogen hormone in a biological specimen.","C74846","ANGTNSGN","Angiotensinogen Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74846"
"3946","Anion Gap","A computed estimate of the unmeasured anions (those other than the chloride and bicarbonate anions) in a biological specimen.","C74685","ANIONG","Anion Gap Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74685"
"3947","Anion Gap 3","A computed estimate of the unmeasured anions (computed as sodium minus the chloride and bicarbonate) in a biological specimen.","C147303","ANIONG3","Anion Gap 3 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147303"
"3948","Anion Gap 4","A computed estimate of the unmeasured anions (computed as the difference between the sum of serum sodium + serum potassium and the sum of the serum bicarbonate+ chloride) in a biological specimen.","C147304","ANIONG4","Anion Gap 4 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C147304"
"3949","Anisocytes;Anisocytosis","A measurement of the variability in the size of the red blood cells in a whole blood specimen.","C74797","ANISO","Anisocyte Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74797"
"3950","Anisochromia","A measurement of the color variation of erythrocytes in a biological specimen.","C161354","ANISOCHR","Anisochromia Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C161354"
"3951","Anileridine","A measurement of the anileridine in a biological specimen.","C184568","ANLRDN","Anileridine Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184568"
"3952","Atrial Natriuretic Peptide;Atriopeptin","A measurement of the atrial natriuretic peptide in a biological specimen.","C74886","ANP","Atrial Natriuretic Peptide Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74886"
"3953","Mid-Reg Pro-Atrial Natriuretic Peptide;Mid-Regional Pro-Atrial Natriuretic Peptide;MR-proANP;MRproANP","A measurement of the mid-regional pro-atrial natriuretic peptide in a biological specimen.","C172523","ANPPROMR","Mid-Regional Pro-Atrial Natriuretic Peptide Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C172523"
"3954","N-terminal pro-Atrial Natriuretic Peptide;N-Terminal ProA-type Natriuretic Peptide;NT proANP II","A measurement of the N-terminal proA-type natriuretic peptide in a biological specimen.","C139088","ANPPRONT","N-Terminal ProA-type Natriuretic Peptide Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C139088"
"3955","Antithrombin Activity;Antithrombin III Activity","A measurement of the antithrombin activity in a biological specimen.","C81958","ANTHRMA","Antithrombin Activity Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81958"
"3956","Antithrombin;Antithrombin Antigen;Antithrombin III;Antithrombin III Antigen","A measurement of the antithrombin antigen in a biological specimen.","C81977","ANTHRMAG","Antithrombin Antigen Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C81977"
"3957","Antidepressants","A measurement of any antidepressant class drug present in a biological specimen.","C74691","ANTIDPRS","Antidepressant Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74691"
"3958","Anti-Nucleosome Antibody","A measurement of the anti-nucleosome antibody in a biological specimen.","C120627","ANUAB","Anti-Nucleosome Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C120627"
"3959","Acetaminophen Protein Adduct;Acetaminophen-Cysteine Adduct;APAP-CYS;APAP-Protein","A measurement of the acetaminophen-cysteine adducts in a biological specimen.","C172525","APAPCYS","Acetaminophen-Cysteine Adduct Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C172525"
"3960","Antiphospholipid Antibodies","A measurement of the total antiphospholipid antibodies in a biological specimen.","C102258","APLAB","Antiphospholipid Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C102258"
"3961","APTT-LA Screen to Confirm Percent Difference;PTT-LA Screen to Confirm Pct Difference","A measurement to confirm the presence of Lupus anticoagulants, calculated as [(Screen aPTT - Confirm aPTT)/Screen aPTT]x100.","C161372","APLASCPD","APTT-LA Screen to Confirm Percent Difference","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C161372"
"3962","Anti-Phospholipid IgG Antibody","A measurement of the antiphospholipid IgG antibody in a biological specimen.","C124335","APLIGGAB","Anti-Phospholipid IgG Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C124335"
"3963","Anti-Phospholipid IgM Antibody","A measurement of the antiphospholipid IgM antibody in a biological specimen.","C124336","APLIGMAB","Anti-Phospholipid IgM Antibody Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C124336"
"3964","Alpha-2 Antiplasmin;Alpha-2 Plasmin Inhibitor","A measurement of the alpha-2 antiplasmin in a biological specimen.","C103351","APLSMA2","Alpha-2 Antiplasmin Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103351"
"3965","Alpha-2 Antiplasmin Activity","A measurement of the alpha-2 antiplasmin activity in a biological specimen.","C122094","APLSMA2A","Alpha-2 Antiplasmin Activity Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C122094"
"3966","Apolipoprotein A","A measurement of the total apolipoprotein A in a biological specimen.","C124337","APOA","Apolipoprotein A Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C124337"
"3967","Apolipoprotein A1","A measurement of the apolipoprotein A1 in a biological specimen.","C74733","APOA1","Apolipoprotein A1 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74733"
"3968","Apolipoprotein AII","A measurement of the apolipoprotein AII in a biological specimen.","C82000","APOA2","Apolipoprotein AII Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82000"
"3969","Apolipoprotein A4","A measurement of the apolipoprotein A4 in a biological specimen.","C103354","APOA4","Apolipoprotein A4 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103354"
"3970","Apolipoprotein A5","A measurement of the apolipoprotein A5 in a biological specimen.","C103355","APOA5","Apolipoprotein A5 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103355"
"3971","Apolipoprotein B","A measurement of the total apolipoprotein B in a biological specimen.","C74734","APOB","Apolipoprotein B Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C74734"
"3972","Apolipoprotein B100","A measurement of the apolipoprotein B100 in a biological specimen.","C120628","APOB100","Apolipoprotein B100 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C120628"
"3973","Apolipoprotein B48","A measurement of the apolipoprotein B48 in a biological specimen.","C120629","APOB48","Apolipoprotein B48 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C120629"
"3974","Apolipoprotein B/Apolipoprotein A1","A relative measurement (ratio or percentage) of the Apolipoprotein B to Apolipoprotein A1 in a biological specimen.","C103356","APOBAPA1","Apolipoprotein B to Apolipoprotein A1 Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C103356"
"3975","Apolipoprotein CI","A measurement of the apolipoprotein CI in a biological specimen.","C120630","APOC1","Apolipoprotein CI Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C120630"
"3976","Apolipoprotein C2;Apolipoprotein CII","A measurement of the apolipoprotein C2 in a biological specimen.","C100427","APOC2","Apolipoprotein C2 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100427"
"3977","Apolipoprotein CIII","A measurement of the apolipoprotein CIII in a biological specimen.","C82001","APOC3","Apolipoprotein CIII Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82001"
"3978","Apolipoprotein E","A measurement of the apolipoprotein E in a biological specimen.","C82002","APOE","Apolipoprotein E Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82002"
"3979","Apolipoprotein E4","A measurement of the apolipoprotein E4 in a biological specimen.","C92293","APOE4","Apolipoprotein E4 Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C92293"
"3980","Apolipoprotein H","A measurement of the apolipoprotein H in a biological specimen.","C82003","APOH","Apolipoprotein H Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C82003"
"3981","Apolipoprotein J;Clusterin","A measurement of the apolipoprotein J in a biological specimen.","C100428","APOJ","Apolipoprotein J Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100428"
"3982","Apolipoprotein J/Creatinine;Clusterin/Creatinine","A relative measurement (ratio or percentage) of the apolipoprotein J to creatinine in a biological specimen.","C111130","APOJCRT","Apolipoprotein J to Creatinine Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C111130"
"3983","Amyloid Alpha Precursor Protein","A measurement of the amyloid alpha precursor protein present in a biological specimen.","C119268","APPA","Amyloid Alpha Precursor Protein Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C119268"
"3984","Amyloid Beta Precursor;Amyloid Beta Precursor Protein;Amyloid Precursor Beta;Amyloid Precursor Protein","A measurement of the amyloid beta precursor protein present in a biological specimen.","C105438","APPB","Amyloid Beta Precursor Protein Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C105438"
"3985","Specimen Appearance","The outward or visible aspect of a specimen.","C179695","APPEAR","Specimen Appearance Assessment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C179695"
"3986","Total Amyloid Precursor Protein","A measurement of the total amyloid precursor protein present in a biological specimen.","C119269","APPT","Total Amyloid Precursor Protein Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C119269"
"3987","Aprobarbital","A measurement of the aprobarbital in a biological specimen.","C184578","APRBRBTL","Aprobarbital Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C184578"
"3988","APRI Score;AST to Platelet Ratio Index","A calculation that indicates the likely presence of liver cirrhosis and fibrosis, measured as the relative measurement of aspartate aminotransferase (AST) to AST upper limit of normal, divided by the platelet count, and multiplied by 100.","C156512","APRI","Aspartate Aminotransferase to Platelet Ratio Index","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C156512"
"3989","A Proliferation-Inducing Ligand;CD256;TNFSF13;Tumor Necrosis Factor Ligand Superfamily Member 13","A measurement of the a proliferation-inducing ligand in a biological specimen.","C111123","APRIL","A Proliferation-Inducing Ligand Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C111123"
"3990","Activated Protein C Resistance;Factor V Leiden Screen","A measurement of the resistance in the anticoagulation response to activated protein C in a biological specimen.","C100471","APROTCRS","Activated Protein C Resistance Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C100471"
"3991","Activated Partial Thromboplastin Time","A measurement of the length of time that it takes for clotting to occur when activating reagents are added to a biological specimen. The test is partial due to the absence of tissue factor (Factor III) from the reaction mixture.","C38462","APTT","Activated Partial Thromboplastin Time","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C38462"
"3992","APTT-LA Actual/Control;Lupus Anticoagulant Sensitive APTT Actual/Control","A relative measurement (ratio or percentage) of the Lupus anticoagulant sensitive APTT in a subject's specimen when compared to a control specimen.","C161369","APTTLAAC","APTT-LA Actual to Control Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C161369"
"3993","APTT-LA;Lupus Anticoagulant Sensitive APTT","A measurement of the length of time that it takes for clotting to occur when a lupus sensitive reagent is added to a plasma specimen.","C102277","APTTLAS","Lupus Anticoagulant Sensitive APTT Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C102277"
"3994","Activated Partial Thromboplastin Time/Standard Thromboplastin Time;Activated PTT/Standard;Activated PTT/Standard PTT","A relative measurement (ratio or percentage) of the subject's partial thromboplastin time to a standard or control partial thromboplastin time.","C98862","APTTSTND","Activated PTT/Standard Ratio Measurement","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C65047-C98862"
